gene,length,low-mg1,low-mg2,ns1,ns2
ygbM,777,5.88883,6.05426,4.65345,5.43455
ygbN,1365,4.84724,5.82554,2.53992,3.13416
rpoS,993,663.28,690.333,259.914,349.17
nlpD,1140,886.724,780.05,536.147,643.561
pcm,627,31.7595,32.2573,46.68,60.5511
umpG,762,49.5857,47.4088,94.2067,90.5442
truD,1050,40.6652,42.5231,75.1615,76.3341
ispF,480,31.806,29.6645,54.7783,54.9525
ispD,711,40.9274,39.3956,100.213,93.1456
ftsB,312,118.444,114.334,135.507,129.73
ygbE,324,76.3626,62.7839,49.9737,102.03
cysC,606,61.6092,53.3033,88.8031,271.656
cysN,1428,84.6386,77.7687,129.649,394.279
cysD,909,106.688,104.522,174.803,487.972
iap,1038,26.317,26.5806,15.3172,16.1495
cas2,285,9.96251,9.2318,4.83491,6.13654
cas1,918,9.44216,9.18962,6.67523,5.8739
casE,600,12.1755,10.0874,3.1793,3.89363
casD,675,7.30424,5.53883,4.38861,5.42848
casC,1092,3.066,2.51664,2.53026,3.55205
casB,483,1.53863,0.969383,1.19474,1.42848
casA,1509,1.49025,1.34034,1.2321,1.30317
cas3,2667,2.75481,2.76885,1.5737,2.01331
sokX,56,7.95253,6.13309,2.64648,2.3326
cysH,735,47.4234,41.3483,79.0114,142.714
cysI,1713,90.6361,78.3364,188.65,359.608
cysJ,1800,118.267,110.656,269.591,519.062
queD,366,54.39,53.9695,53.7084,59.9943
ygcN,1272,48.8597,48.1806,5.27321,8.29293
ygcO,261,6.24083,4.63493,3.45456,4.1613
ygcP,576,3.70357,4.01786,3.18082,3.27211
ygcQ,861,4.93936,4.47175,2.74165,3.79441
ygcR,780,1.78266,2.08494,0.676021,0.919303
ygcS,1338,1.7652,1.79321,1.23924,1.44973
ygcU,1455,2.32384,2.14827,1.29507,1.22366
ygcW,786,0.863966,0.642922,0.191676,0.337887
yqcE,1278,1.9999,1.63277,1.41532,1.64249
ygcE,1479,1.78299,1.64102,1.13816,1.5991
queE,672,327.173,344.72,47.9296,55.7517
yqcG,141,0.114008,0.388717,0.53116,0.374531
ygcG,873,0.87058,0.663131,0.719152,0.943184
eno,1299,809.454,527.443,2061.76,2121.55
pyrG,1638,137.582,125.045,445.676,373.793
mazG,792,24.9267,23.5965,36.3649,50.9031
mazF,336,28.535,26.1794,42.5989,49.4748
mazE,249,34.9684,33.4499,34.997,50.3115
relA,2235,41.508,37.2223,85.8141,103.227
rlmD,1302,30.8375,26.3916,58.8694,57.0609
barA,2757,14.704,12.9522,22.1971,25.9746
gudD,1341,6.45392,4.59296,5.90133,8.03844
gudX,1341,3.9206,3.27677,2.62281,3.87036
gudP,1353,1.26739,1.05993,0.445641,1.08016
yqcA,450,31.1936,21.9282,47.9975,70.1054
truC,783,28.0211,21.7318,41.0795,34.5285
yqcC,330,21.7159,17.3987,27.4962,25.708
csrB,369,3337.57,3188.99,2231.08,2718.46
syd,546,31.9342,32.2912,34.8856,41.1272
queF,849,22.6266,20.7371,47.2957,49.2416
ppnN,1365,42.0845,29.3634,133.383,213.668
sdaC,1290,48.7302,34.6536,620.282,624.38
sdaB,1368,12.9016,10.1942,182.07,183.442
ygdG,756,14.6707,13.1493,24.743,26.8727
fucO,1149,6.53194,5.59178,4.39431,9.6655
fucA,648,1.8459,1.92781,1.27838,2.04867
fucP,1317,1.21602,1.03304,0.438737,1.89652
fucI,1776,4.63716,4.45745,3.62197,5.52185
fucK,1419,4.16128,3.97787,3.55877,4.92508
fucU,423,18.2891,13.474,14.1125,23.205
fucR,732,16.5645,12.877,23.6324,31.8883
rlmM,1101,27.8534,27.1648,49.3477,49.0571
ygdD,396,13.6608,13.9501,14.5656,19.2237
gcvA,918,20.9278,19.08,22.1049,21.8463
gcvB,206,5309.39,4367.07,1457.48,2445.28
ygdI,228,62.2113,53.4703,17.127,20.205
csdA,1206,29.8163,33.7498,35.4106,42.3881
csdE,444,30.5955,31.5268,37.1191,41.6504
tcdA,807,20.1362,21.3595,28.3465,29.7511
mltA,1098,47.8896,50.7445,39.348,41.1095
metZ,77,708.841,1513.19,69.82,84.8125
metW,77,708.841,1513.19,69.82,84.8125
metV,77,708.841,1513.19,69.82,84.8125
amiC,1254,289.752,303.822,80.7134,100.519
argA,1332,12.5213,16.8395,16.8993,15.0214
recD,1827,15.0732,13.6585,21.9782,21.9512
recB,3543,21.6342,21.9244,43.3238,42.9264
ptrA,2889,53.9169,53.4661,38.9303,44.0649
recC,3369,15.4349,14.1107,24.2761,31.626
ppdC,324,4.73219,4.7555,4.79623,7.77296
ygdB,408,1.58328,2.2493,1.84412,2.7957
ppdB,564,1.97707,2.18186,1.64644,2.11792
ppdA,471,2.64101,3.33292,2.18391,2.25353
thyA,795,60.3429,45.455,192.32,208.925
lgt,876,46.9612,37.837,109.625,131.321
ptsP,2247,68.4507,56.3355,123.415,151.897
rppH,531,116.549,94.7285,205.527,248.522
ygdT,147,2.73464,2.05127,3.56738,4.31217
mutH,690,14.7599,15.6567,5.13019,7.46569
ygdQ,714,45.4879,46.1268,32.4906,38.5301
ygdR,219,252.255,270.176,15.3135,18.9768
tas,1041,83.9129,82.8143,77.6203,115.426
lplT,1194,15.2408,13.7186,13.7805,18.4473
aas,2160,14.3537,11.1281,26.7354,30.1725
omrA,88,23.4651,22.6373,15.5369,11.6525
omrB,82,44.2761,44.1139,28.4736,22.7471
galR,1032,11.6129,11.8535,23.1701,30.2213
lysA,1263,23.6176,35.3138,12.0337,13.6325
lysR,936,6.27175,6.65672,10.1425,11.2951
ygeA,693,25.9865,19.9635,21.3377,28.5458
araE,1419,9.36002,9.94467,4.6565,6.17976
kduD,762,6.91696,5.89596,6.68904,8.1901
kduI,837,5.91152,5.18165,4.59028,4.98198
yqeF,1182,49.142,51.4339,24.334,18.05
yqeG,1230,14.4926,11.0306,18.8511,19.5711
yqeH,633,0.791579,0.62395,1.22932,1.38411
yqeI,810,3.75283,3.90219,2.60406,3.70513
yqeJ,483,1.07035,0.950375,0.519454,0.659298
yqeL,81,0.197428,0.560953,0.306604,0
yqeK,426,0.265395,0.366262,0,0.249103
ygeG,492,0.328379,0.335889,0.203988,0
ygeH,1377,2.27916,2.81063,0.200695,0.231568
ygeI,219,0.735867,0.418165,0.685679,1.20871
insD4,906,14.8444,15.3784,9.78035,19.3647
insC4,366,18.6226,16.0471,19.467,25.215
ygeQ,795,12.8943,13.1869,4.61139,4.74374
glyU,74,52.2367,53.4805,17.0963,25.8826
ygeR,756,62.2755,57.7863,40.6848,49.8463
xdhA,2259,3.48137,3.34199,2.95914,3.45927
xdhB,879,1.30616,1.43222,2.17132,3.3844
xdhC,480,2.22137,1.72134,1.25446,2.70893
ygeV,1779,3.8108,3.30256,3.47462,10.6666
ygeW,1191,0.760561,0.933855,0.88586,0.87003
ygeX,1197,6.63509,7.19537,2.18257,3.50708
ygeY,1212,1.50813,1.54718,1.40942,2.06069
hyuA,1386,2.00759,2.20871,1.54076,1.62963
yqeA,933,3.9866,4.12703,4.09156,5.75109
yqeB,1626,2.22886,1.91683,1.32893,2.07569
yqeC,771,0.566198,1.2155,0.846736,1.10225
mocA,579,5.10793,4.10811,2.34077,4.67647
ygfK,3099,2.56936,2.54325,1.58959,2.22169
ssnA,1329,0.937262,0.871544,0.680523,1.41956
ygfM,780,1.86558,2.12027,3.34791,4.15389
xdhD,2871,5.25919,4.55177,4.0181,4.92576
xanQ,1401,2.66739,2.13258,1.8112,2.54157
guaD,1320,4.87756,3.96956,7.66998,9.4007
ghxQ,1368,3.57129,3.24574,2.80983,4.1762
ygfS,489,3.10566,3.88637,2.00106,3.20186
ygfT,1920,2.73048,2.66746,1.2826,1.64727
uacT,1449,0.837366,0.66618,0.294763,0.220069
yqfG,126,0,0.651942,0,0.418767
yqfH,72,0.221768,0.126022,0.344405,0.72854
idi,549,28.6694,20.7744,16.3649,17.8406
lysS,1518,130.355,104.812,515.079,401.291
prfB,1099,149.234,130.877,464.982,395.443
recJ,1734,49.3697,47.5093,92.6687,107.148
dsbC,711,64.347,47.975,124.295,139.98
xerD,897,35.6773,36.1531,38.4403,48.8896
fldB,522,66.3969,66.3851,66.7237,87.4526
ygfX,408,75.8393,64.24,60.9176,64.4962
sdhE,267,144.735,121.518,135.652,142.186
ygfZ,981,115.12,94.151,175.248,213.383
yqfA,660,122.655,80.4446,85.9225,161.924
yqfB,312,57.1014,49.9073,42.6523,53.3533
bglA,1440,483.538,304.175,121.014,135.21
ygfF,744,14.6462,15.5838,20.6532,22.13
gcvP,2874,36.3311,27.1477,414.219,336.581
gcvH,390,49.4781,38.0691,459.943,416.082
gcvT,1095,35.3767,28.5894,342.944,295.784
yqfI,84,0.19046,0.432924,0,0.312843
ubiI,1203,26.0988,22.9532,63.3968,75.0266
ubiH,1179,33.7501,29.8286,74.6363,88.9244
pepP,1326,79.8962,57.7767,187.15,216.12
ygfB,579,120.664,93.3604,261.559,284.669
zapA,330,222.685,202.503,247.542,310.745
ssrS,183,1702.49,1207.05,1200.37,1503.59
fau,549,52.6586,49.3937,31.7698,35.8746
sibC,141,84.0236,97.9566,19.83,28.8389
ibsC,60,0,0,0,0
serA,1233,102.08,87.3443,989.424,918.728
rpiA,660,146.902,105.163,164.314,206.418
argP,894,49.7068,37.7853,82.4474,101.494
scpA,2145,3.00245,3.21516,1.8862,2.7013
argK,996,1.10417,1.19032,1.03391,1.65365
scpB,786,2.65361,1.88201,4.12104,4.29116
scpC,1479,3.98164,3.96579,3.38052,4.33013
ygfI,897,8.02243,7.2839,6.1314,5.56708
yggE,741,132.196,86.789,135.534,165.177
argO,636,9.09841,8.00094,7.1833,14.5691
mscS,861,216.299,147.376,204.487,265.639
fbaA,1080,370.297,238.365,1370.04,1644.48
pgk,1164,305.786,217.759,1017.62,1382.17
epd,1020,64.2489,57.0179,239.547,356.006
yggC,714,27.7139,24.5881,23.4537,28.9719
fumE,510,35.3562,33.882,37.9829,42.5675
yggF,966,1.74112,1.88369,0.805986,0.934972
yggP,1278,1.5822,1.94926,0.864917,1.1643
cmtA,1389,0.663869,0.780976,0.343662,0.631314
cmtB,444,0.25466,0.165387,0.112996,0.776836
tktA,1992,359.994,242.177,925.305,814.149
loiP,759,27.2658,30.7461,26.3655,27.0815
speB,921,38.2954,32.5878,101.302,95.061
speA,1977,91.1843,91.2847,284.628,243.466
yqgB,132,35.6647,36.3835,121.738,97.9694
yqgG,144,56.9792,64.3157,149.534,130.758
yqgC,216,109.045,108.924,211.859,208.567
yqgD,252,5.69497,3.23623,14.1111,9.03907
metK,1155,112.441,101.1,379.211,206.776
galP,1395,34.6395,35.7178,41.7285,66.1364
yggI,498,11.1928,12.426,15.1655,13.8021
endA,708,4.79507,6.43585,8.22686,17.2527
rsmE,732,29.8824,23.4195,93.8435,110.357
gshB,951,52.4614,40.7316,155.577,179.438
yqgE,564,84.3551,65.814,123.572,153.761
yqgF,417,36.5222,37.2387,56.2978,73.4134
yggR,981,4.15443,4.20635,3.60994,6.01156
yggS,705,35.9553,29.0062,56.978,61.0554
yggT,567,33.2047,29.753,57.5423,60.9081
yggU,291,30.6594,23.5662,71.9806,68.6649
rdgB,594,33.9018,28.3565,79.3543,75.6634
hemW,1137,14.8803,14.4785,30.002,28.7415
yggM,1008,2.75968,2.50733,2.1678,2.81993
ansB,1047,21.1632,17.1264,21.5191,160.007
yggN,720,73.1315,67.4725,56.1413,51.5606
yggL,327,37.8074,37.8082,25.2182,32.7532
trmB,720,48.5223,47.9759,56.6295,55.6545
mutY,1053,23.2238,21.2447,62.7585,64.3095
yggX,276,44.2423,37.7949,91.3991,110.783
mltC,1080,22.9283,18.4333,61.2375,56.0615
nupG,1257,7.4897,7.07158,12.9105,24.6259
speC,2136,24.8404,23.7158,36.5417,34.4933
yqgH,84,24.9502,24.5684,10.6482,12.2009
yqgA,708,6.00526,4.87879,7.62403,19.4656
pheV,76,14.6122,17.6824,6.69353,6.73426
yghD,537,5.32615,5.89939,2.10292,2.76791
yghE,861,48.6987,59.7763,23.7707,23.6302
yqhJ,60,0,0,0,0
yghF,996,8.32999,9.28268,3.90867,5.76109
yghG,411,1.10023,1.4514,9.09245,10.8432
pppA,810,5.72906,7.30526,9.45521,15.05
yghJ,4563,8.60887,9.1694,23.8801,35.6984
glcA,1683,6.20068,5.75796,1.46311,1.2001
glcB,2172,36.0585,23.4711,28.034,33.2855
glcG,405,18.7809,9.56218,14.6143,18.7321
glcF,1224,13.9556,9.41742,5.13093,6.12152
glcE,1053,10.122,7.11357,1.95598,1.61468
glcD,1500,23.6527,15.157,4.20422,2.95857
glcC,765,40.2613,38.2878,32.6578,14.0596
yghO,1173,18.6161,18.9321,40.2393,54.6557
insH9,981,177.589,179.409,106.721,133.379
yghQ,1068,2.49878,2.03098,1.81094,2.68653
yghR,759,0.59644,1.36784,0.529296,0.73477
yghS,714,1.60759,1.72413,1.05489,1.71079
yghT,693,1.11971,0.98094,0.36227,0.498115
pitB,1500,1.99544,2.05329,1.07206,1.29327
gss,1860,31.0472,23.4069,90.1637,105.624
yghU,867,33.1428,25.6911,16.6838,22.4253
hybG,249,13.6636,12.4379,10.9617,16.9123
hybF,342,3.1623,5.49832,4.47124,9.30322
hybE,489,17.9071,18.9062,16.0085,32.7783
hybD,495,24.251,25.7441,30.0077,59.9385
hybC,1704,18.8192,20.8597,20.0395,50.8127
hybB,1179,4.03355,3.71104,7.47855,27.3579
hybA,987,5.37451,4.62775,9.69528,33.3742
hybO,1119,12.402,10.6535,22.9192,78.6354
yghW,288,3.52911,4.90223,4.78472,4.14058
yqhI,144,28.5821,23.6653,3.64119,6.60208
gpr,1041,14.4179,15.1238,8.08294,20.8497
yqhA,495,197.272,205.823,81.2538,98.0569
yghA,885,11.6576,7.50715,3.66056,4.92216
exbD,426,177.17,153.593,607.048,840.721
exbB,735,292.393,236.653,882.038,1222.5
metC,1188,11.9546,10.0739,28.1653,31.758
yghB,660,35.5866,34.4325,41.4969,53.4248
yqhC,957,4.78237,4.32133,6.71841,9.63186
yqhD,1164,17.1062,11.6713,32.22,66.2852
dkgA,828,34.331,18.9319,19.3793,34.0335
yqhG,927,5.77434,4.37181,2.16738,2.9801
yqhH,258,4.81297,6.32253,5.8243,7.7003
ygiQ,2220,39.3757,39.1264,88.3181,74.8662
ftsP,1413,33.9352,32.0556,74.6423,83.179
plsC,738,39.5197,36.3628,81.7186,87.7274
parC,2259,59.0257,55.7473,84.9918,84.0698
ygiS,1608,28.9975,30.6807,14.1724,13.1719
mqsA,396,117.157,131.274,18.9353,30.3427
mqsR,297,119.734,138.488,23.4542,29.3579
ygiV,483,15.286,13.1912,3.37645,5.87874
ygiW,393,122.527,79.3176,22.972,27.9415
qseB,660,3.84521,3.74387,1.48339,2.01147
qseC,1350,5.38038,4.95731,1.71208,2.99181
ygiZ,333,1.06635,1.10175,0.150548,0.477695
mdaB,582,167.528,120.558,47.2644,49.5801
ygiN,315,197.189,154.065,126.663,177.138
parE,1893,25.1042,27.6329,70.2477,88.2131
yqiA,582,31.9339,33.753,62.6167,87.9852
cpdA,828,68.9159,64.0645,108.633,155.669
yqiB,423,76.0199,66.9143,68.6649,77.6427
nudF,630,28.7606,24.4206,43.151,53.9419
tolC,1482,1048.88,692.826,437.307,470.097
ygiB,672,134.179,112.733,183.574,274.689
ygiC,1161,71.5273,64.532,113.526,181.657
ygiD,816,6.40033,5.47249,4.2159,7.32329
zupT,774,31.1248,25.0942,38.4098,54.7274
yqiD,171,9.50638,7.32761,7.30859,14.2235
ribB,654,138.509,117.601,243.624,248.5
ubiK,291,181.573,131.063,184.945,240.691
ygiL,552,0.731875,0.831793,0.954743,1.20216
insC5,366,18.6226,16.0471,19.467,25.215
insD5,906,14.8444,15.3784,9.78035,19.3647
yqiH,750,1.57364,1.80073,0.769981,0.708168
yqiI,1065,3.14366,3.14134,1.17925,1.52166
glgS,201,60.5888,37.9371,10.9528,22.5108
yqiJ,630,7.56858,5.62767,2.15158,2.44424
yqiK,1662,4.64353,4.42556,2.08631,2.70234
sibD,145,171.702,179.334,111.932,169.038
ibsD,60,0,0,0,0
sibE,144,187.181,186.717,120.506,153.848
ibsE,60,0,0,0,0
hldE,1434,63.0189,55.935,116.229,110.555
glnE,2841,23.019,18.5935,41.1182,61.96
ygiF,1302,24.8986,21.414,42.8738,60.6935
ygiM,621,173.291,129.904,130.841,98.4577
cca,1239,74.2347,66.2151,82.6833,89.8756
bacA,822,49.3737,48.7927,56.9733,60.6148
folB,369,26.9526,27.6486,25.2775,29.3227
plsY,618,30.7828,27.4205,32.615,35.0976
ttdR,933,2.2013,2.37378,5.89508,19.0185
ttdA,912,1.36534,1.30991,1.07395,1.66016
ttdB,606,1.76026,1.60653,1.40826,1.44568
ttdT,1464,3.87875,4.76623,3.43229,4.15665
tsaD,1014,47.8335,48.9167,59.2746,60.5452
rpsU,216,1749.17,1826.11,3841.44,3383.39
dnaG,1746,185.03,192.624,147.626,156.186
rpoD,1842,349.651,362.43,290.39,264.2
mug,507,36.999,34.1183,31.7239,45.1745
ileX,76,3.62677,2.49813,18.6113,18.9941
nfeF,765,15.0478,13.1389,77.4924,130.876
nfeR,624,54.0068,64.2061,63.8394,80.7111
aer,1521,92.4756,115.582,73.3763,85.5756
patA,1380,20.5734,13.9227,27.1077,13.7291
ygjH,333,1.74493,1.84543,2.48405,1.59232
ebgR,984,15.7782,11.6373,29.0978,36.1485
ebgA,3093,2.39121,2.34302,1.37328,1.52124
ebgC,450,1.47173,1.04031,0.557462,0.648578
ygjI,1434,1.01534,1.02574,0.455526,0.444739
ygjJ,1071,0.69468,0.617886,0.3987,0.570531
ygjK,2352,1.86453,1.94314,1.20739,1.59347
fadH,2019,1.66699,1.63043,1.90429,1.764
higA,417,3.48569,3.10322,4.02987,6.80696
higB,315,2.40787,2.21257,4.69415,5.21736
rlmG,1137,14.0979,13.953,31.6589,35.4244
ygjP,504,18.6255,14.7012,26.5355,26.4864
ygjQ,693,2.49601,2.12095,1.63022,1.49435
ygjR,987,20.2363,16.7977,24.4545,40.2105
alx,966,10.9992,10.1129,17.3157,22.4118
sstT,1245,51.9713,41.2507,209.506,261.755
ygjV,552,4.18632,3.56007,4.63732,6.53973
uxaA,1488,9.7852,7.66121,9.40487,15.1799
uxaC,1413,4.98037,3.46775,8.7302,18.223
exuT,1299,7.7334,7.31725,4.02265,7.32294
exuR,777,53.478,42.4862,79.755,92.2506
yqiM,84,81.3263,67.3197,89.918,102.3
yqjA,663,37.547,31.2981,36.2356,46.8959
mzrA,384,47.7683,35.6755,48.6505,67.1354
yqjC,369,83.0018,70.4891,79.026,99.3954
yqjD,306,188.996,127.926,113.014,158.944
yqjE,405,85.4512,68.6573,52.6982,74.7973
yqjK,300,100.792,87.0756,59.1369,89.8464
yqjF,393,5.17722,6.23427,4.0201,6.54669
yqjG,987,12.8136,8.6037,9.18634,12.7306
yhaH,366,52.5814,37.4753,50.6941,73.3989
yhaI,357,1.67317,2.46694,1.12364,2.30263
yhaJ,897,32.3421,27.5067,43.7597,58.8689
yhaK,702,5.82622,5.09055,4.89956,7.18694
yhaL,165,15.994,13.0236,13.1766,17.7812
cyuA,1311,15.1649,16.3518,5.17395,7.84374
cyuP,1332,9.01147,8.1023,3.24407,4.16929
tdcG,1365,3.79246,3.68389,2.55833,3.62083
tdcF,390,5.17554,4.79981,4.37244,5.44076
tdcE,2295,3.26461,3.36973,2.86894,3.83356
tdcD,1209,1.24428,1.20888,1.05969,1.12081
tdcC,1332,9.97092,10.994,4.54547,5.38616
tdcB,990,0.800469,0.696238,0.532768,1.60999
tdcA,939,0.930011,0.919963,0.855883,3.39468
tdcR,219,0.515107,0.334532,0.11428,0.241743
yhaB,540,0.68826,0.782224,0.232362,0.393223
yhaC,1188,0.367624,0.355915,0.148016,0.290742
rnpB,377,6915.65,6077.87,8707.89,10088.2
garK,1146,4.58714,4.16269,5.17298,6.49143
garR,885,3.65442,2.6789,4.93751,5.88259
garL,771,1.69859,1.87091,2.50764,3.41007
garP,1335,0.811877,0.626622,0.526919,0.517503
garD,1572,2.74792,2.94762,2.63723,6.01821
prlF,336,61.8259,41.7942,24.3955,35.9816
yhaV,465,24.5615,23.1373,11.168,17.4615
agaR,810,63.4189,55.2772,56.9793,76.2011
kbaZ,1281,0.984983,1.60025,1.54928,2.26092
agaV,474,1.90861,1.60751,1.74668,3.41493
agaS,1155,1.62451,1.93383,1.41367,2.82939
kbaY,861,2.2537,1.73961,0.524998,1.07971
agaB,477,0.40642,0.943058,0.578571,0.723205
agaC,804,0.92509,0.902821,0.218622,0.726729
agaD,792,1.3678,1.22971,1.07795,0.804793
agaI,756,0.727118,1.00868,0.531393,0.948449
yraH,585,2.12723,2.49615,2.53132,2.63194
yraI,696,1.11489,1.59707,0.468924,0.572275
yraJ,2517,7.83736,7.28517,4.01386,4.55164
yraK,1092,5.8802,5.85814,5.19853,6.81214
rsmI,861,18.1611,17.9297,22.2541,25.1726
lpoA,2037,42.959,35.6384,90.9438,105.088
yraN,396,25.4866,21.6666,30.5245,43.1361
diaA,591,120.68,90.7997,100.439,122.942
yraP,576,120.057,84.6143,125.272,142.959
yraQ,1041,23.4757,26.4865,32.2352,23.6569
yraR,636,18.0189,17.5616,10.6565,13.9429
yhbO,519,8.2502,6.19206,4.68987,5.57403
yhbP,444,8.51291,7.79384,6.77974,9.9196
yhbQ,303,13.3666,14.3744,12.7362,28.866
yhbS,504,29.4609,30.7869,33.854,109.368
ubiT,525,54.9382,50.3881,85.5578,240.235
ubiU,996,4.70896,3.54329,24.0824,106.553
ubiV,879,3.18262,3.11533,5.31401,34.0555
yhbW,1008,18.1786,12.1993,36.1799,29.2535
mtr,1245,41.668,33.2545,224.276,90.1258
deaD,1890,698.827,749.899,439.558,423.02
yrbN,81,264.948,306.954,121.415,159.55
nlpI,885,968.019,965.909,783.219,836.948
pnp,2136,582.087,495.545,1030.8,970.404
sraG,216,77.066,63.9311,8.22604,9.92593
rpsO,270,1498.71,1245.45,5687.37,4711.93
truB,945,88.5265,97.5297,201.797,183.949
rbfA,402,172.094,178.331,230.142,233.519
infB,2673,443.825,465.139,639.934,616.561
nusA,1488,444.901,501.296,447.854,491.044
rimP,453,279.814,359.515,196.536,246.237
metY,77,334.009,568.35,35.1866,46.9351
argG,1344,28.4422,37.2773,70.2655,52.4914
yhbX,1626,5.50249,4.77793,1.57618,2.69676
leuU,87,5.70297,11.7086,2.5713,8.15881
secG,333,2866.14,5316.2,414.158,523.315
glmM,1338,102.309,77.5201,269.159,286.392
folP,849,31.9401,28.8111,77.1994,64.3832
ftsH,1935,379.381,402.047,328.827,454.49
rlmE,630,138.236,159.47,81.3216,129.966
yhbY,294,446.215,384.077,786.462,715.452
greA,477,110.411,91.7461,164.419,172.957
dacB,1434,19.8669,19.5725,36.5648,39.4706
obgE,1173,225.944,258.679,129.263,119.753
yhbE,966,172.271,240.437,62.9449,74.1927
rpmA,258,1213.24,1202.17,2100.63,2134.21
rplU,312,1202.28,1209.33,1936.94,2057.84
ispB,972,98.0329,93.2254,187.696,215.248
sfsB,279,26.4229,27.0403,29.1822,31.0553
murA,1260,106.583,104.399,180.676,179.077
ibaG,255,94.9211,86.0669,137.493,135.867
mlaB,294,212.818,216.207,68.2657,84.6427
mlaC,636,313.717,287.427,103.171,137.759
mlaD,552,320.356,287.917,92.2918,113.003
mlaE,783,361.756,358.269,73.3082,89.2382
mlaF,810,490.603,463.736,87.2359,94.5956
yrbG,978,33.7341,39.9465,18.105,21.9741
kdsD,987,83.8456,78.7183,82.7788,105.129
kdsC,567,70.7702,68.074,78.2575,99.438
lptC,576,69.3296,61.2086,116.747,143.973
lptA,558,106.72,87.6187,213.665,246.794
lptB,726,56.5393,49.4781,106.03,131.605
rpoN,1434,102.11,77.4885,189.744,246.904
hpf,288,206.369,136.403,239.323,310.727
ptsN,492,141.367,98.117,246.52,322.121
rapZ,855,74.534,54.5422,160.63,192.293
npr,273,25.7016,21.421,21.6548,29.6002
yrbL,633,304.298,307.709,173.493,206.526
mtgA,729,35.616,33.9756,22.8685,33.185
elbB,654,42.9814,28.1888,75.5782,121.835
arcZ,121,14.3313,11.6126,16.8984,31.6049
arcB,2337,17.7401,14.972,25.9373,37.3285
yhcC,930,3.09523,3.43875,5.56301,18.7941
gltB,4461,33.2054,25.0155,545.288,613.623
gltD,1419,30.1436,20.2651,532.204,564.025
gltF,765,3.00111,3.53093,19.5618,17.9824
yhcA,675,1.82007,1.57863,0.706641,0.944084
yhcD,2382,5.38051,5.26962,4.01969,4.8876
insH10,981,177.589,179.409,106.721,133.379
yhcF,717,16.6175,13.9019,9.31428,10.6663
yhcG,1128,5.42026,5.71208,1.98193,2.77929
yhcH,465,6.39225,4.02731,3.50687,5.02161
nanK,876,6.22089,4.99319,6.39289,7.70158
nanE,690,4.31084,3.46151,5.13019,6.19575
nanT,1491,2.30032,2.47872,1.71879,3.5111
nanA,894,2.29722,2.23053,8.37115,11.4389
nanR,792,33.6439,29.7799,51.8049,56.8385
dcuD,1368,3.63042,4.1395,3.12203,2.23378
sspB,498,203.548,191.773,398.234,399.621
sspA,639,327.019,285.275,614.2,612.108
rpsI,393,2185.57,2829.75,2242.26,1937.82
rplM,429,3840.05,3849.85,6462.78,4732.27
zapE,1128,16.8917,14.5124,30.8201,35.0002
yhcB,399,182.329,132.751,347.079,491.547
degQ,1368,29.5046,19.9113,32.1386,48.4245
degS,1068,35.9219,29.6987,41.0873,49.8501
mdh,939,605.626,425.64,583.685,578.68
argR,471,150.126,136.396,198.469,189.86
yhcN,264,186.144,141.987,43.8317,45.1557
yhcO,273,14.712,10.039,5.59721,7.47285
aaeB,1968,3.96299,4.85912,2.91126,4.01104
aaeA,933,4.83592,5.50599,5.81432,7.28852
aaeX,204,13.1882,10.0972,9.19813,16.3442
aaeR,930,26.0138,20.504,25.3036,33.7894
tldD,1446,24.1326,22.4936,74.7297,103.923
yhdP,3801,11.1603,10.9321,18.2842,19.5346
rng,1470,36.6153,32.8773,73.989,74.7315
yhdE,594,29.1403,34.4948,46.4379,57.2504
mreD,489,28.0831,31.1473,66.0864,63.9829
mreC,1104,96.8854,93.6114,158.585,158.684
mreB,1044,362.186,299.926,528.43,500.535
csrD,1941,33.8453,33.492,16.9337,20.4299
yhdH,975,27.8333,20.8217,22.1019,46.9169
accB,471,375.333,375.567,683.083,485.017
accC,1350,318.569,322.757,802.632,536.715
yhdT,243,19.2411,20.209,21.02,17.2192
panF,1452,15.476,15.9363,24.2245,19.9483
prmA,882,28.3813,27.2342,59.7646,40.6555
dusB,966,616.491,636.306,514.219,552.733
fis,297,278.419,324.21,304.145,271.092
yhdJ,885,2.94181,4.15333,1.70259,2.46108
yhdU,180,6.17153,6.20086,3.7504,4.84821
envR,663,1.04839,0.886711,0.340774,0.400477
acrE,1158,2.36062,2.30189,1.04124,0.871859
acrF,3105,5.14444,5.0204,3.08401,4.04098
yhdV,222,28.5305,26.6088,16.4604,18.483
yhdX,1182,4.02332,4.05157,3.5704,2.92216
yhdY,1104,1.9925,2.2229,1.7747,1.73267
yhdZ,759,2.62007,2.90515,4.99523,6.01812
rrfF,120,0,0.256116,0,0
thrV,76,94.191,157.995,26.7798,24.1743
rrfD,120,2.0589,3.46646,0.863092,0.470055
rrlD,2904,151.882,254.464,310.167,206.396
alaU,76,1329.58,1913.78,100.118,117.871
ileU,77,1397.93,1838.04,157.941,171.823
rrsD,1542,122.301,456.293,236.08,523.305
yrdA,555,33.6302,27.9133,91.9747,132.576
yrdB,258,6.81316,7.31708,14.7549,19.1994
aroE,819,32.4769,29.7081,89.6511,111.685
tsaC,573,38.9215,34.9874,101.398,128.557
yrdD,543,56.513,45.4739,70.7568,102.407
smg,474,113.63,87.2512,111.47,176.177
